Date,vxncls_first_diff,wlemuindxd_first_diff,usepuindxd_first_diff,tedrate_first_diff,vixcls_first_diff,dgs10_first_diff,CCSA_first_diff,ICSA_first_diff
2010-02-07,-1.664285714285711,18.7552380952381,-61.74666666666667,-0.008571428571428563,-1.8157142857142856,0.09714285714285742,-23000.0,23000.0
2010-02-14,-1.664285714285711,18.7552380952381,-61.74666666666667,-0.008571428571428563,-1.8157142857142856,0.09714285714285742,-23000.0,23000.0
2010-02-21,-2.9571428571428555,-7.604285714285716,44.85714285714286,0.0042857142857142825,-3.2385714285714293,0.058571428571428726,-48000.0,11000.0
2010-02-28,-0.9857142857142875,-5.098571428571432,-42.628571428571405,-0.01999999999999999,-1.0299999999999976,-0.08000000000000007,-12000.0,-12000.0
2010-03-07,-1.5942857142857143,-6.881428571428568,-12.641428571428605,-0.0185714285714286,-1.7214285714285715,-0.017142857142856904,11000.0,-16000.0
2010-03-14,0.24428571428571644,14.835714285714285,-12.654285714285706,-0.002857142857142836,-0.4357142857142868,0.0685714285714285,-16000.0,6000.0
2010-03-21,-1.0357142857142883,-3.895714285714284,-4.885714285714272,0.007142857142857145,-0.7071428571428591,-0.031428571428572034,-7000.0,-6000.0
2010-03-28,0.3614285714285721,18.138571428571424,27.585714285714275,0.03285714285714286,0.3357142857142854,0.12714285714285722,-75000.0,-13000.0
2010-04-04,0.2699999999999996,4.175714285714285,-34.55571428571429,-0.012857142857142873,-0.04142857142856826,0.09714285714285742,87000.0,20000.0
2010-04-11,-1.3185714285714312,-29.27142857142857,-12.93714285714286,0.0,-1.0599999999999987,0.017142857142856904,-9000.0,0.0
2010-04-18,-0.38857142857142435,19.431428571428572,-2.2357142857142946,0.012857142857142873,0.509999999999998,-0.09571428571428607,-25000.0,-10000.0
2010-04-25,-0.14142857142857324,-12.432857142857149,5.32285714285716,0.012857142857142873,-0.3742857142857119,-0.011428571428571122,-31000.0,-20000.0
2010-05-02,3.4314285714285724,-11.07714285714285,9.509999999999991,0.021428571428571408,4.318571428571424,-0.08142857142857096,5000.0,2000.0
2010-05-09,12.587142857142862,66.24142857142857,39.56857142857146,0.07142857142857142,11.234285714285717,-0.2114285714285722,12000.0,0.0
2010-05-16,-2.8185714285714276,-52.50571428571429,-10.11714285714288,0.02714285714285719,-3.0728571428571385,-0.0185714285714278,-19000.0,23000.0
2010-05-23,10.065714285714282,12.009999999999994,-28.310000000000002,0.03714285714285714,8.96,-0.21428571428571488,43000.0,-11000.0
2010-05-30,-6.077142857142853,18.25857142857143,31.944285714285712,0.05571428571428566,-4.565714285714286,-0.024285714285714462,-178000.0,-5000.0
2010-06-06,-0.9814285714285802,-31.131428571428565,-15.987142857142857,0.021428571428571408,-0.02285714285714846,0.007142857142857118,71000.0,1000.0
2010-06-13,-0.8099999999999952,20.325714285714277,34.20285714285714,0.05142857142857149,-1.820000000000004,-0.04857142857142805,-18000.0,8000.0
2010-06-20,-6.600000000000001,8.904285714285727,-18.94714285714285,0.0,-6.238571428571426,0.028571428571428917,13000.0,-15000.0
2010-06-27,2.138571428571421,-20.771428571428586,0.9928571428571473,-0.03571428571428581,2.414285714285718,-0.10428571428571408,-135000.0,12000.0
2010-07-04,5.265714285714292,27.72428571428572,34.81142857142859,-0.04571428571428576,3.8171428571428585,-0.1600000000000006,136000.0,-10000.0
2010-07-11,-4.819999999999997,-8.550000000000004,10.427142857142826,0.007142857142857284,-4.804285714285721,0.03571428571428559,-138000.0,-15000.0
2010-07-18,-1.8442857142857143,-17.07285714285713,-3.3400000000000034,0.0042857142857142825,-1.3557142857142814,-0.002857142857142225,63000.0,23000.0
2010-07-25,-1.0214285714285758,21.805714285714274,43.62285714285716,-0.03285714285714292,-1.0271428571428594,-0.04142857142857181,-16000.0,3000.0
2010-08-01,-0.664285714285711,27.878571428571426,-43.10428571428574,-0.025714285714285638,-0.8257142857142803,0.014285714285713791,-62000.0,11000.0
2010-08-08,-1.4442857142857193,-16.169999999999987,-29.30857142857144,-0.0485714285714286,-1.5185714285714305,-0.07999999999999963,11000.0,7000.0
2010-08-15,3.3099999999999987,22.95714285714284,36.56857142857143,-0.035714285714285754,2.882857142857148,-0.1828571428571424,-46000.0,3000.0
2010-08-22,-0.3014285714285734,-32.58714285714284,-35.27571428571426,-0.045714285714285735,0.5114285714285671,-0.12142857142857146,-6000.0,-22000.0
2010-08-29,1.0542857142857187,9.34571428571428,24.06714285714287,-0.03571428571428567,0.3728571428571428,-0.025714285714286245,83000.0,3000.0
2010-09-05,-2.9271428571428544,5.282857142857139,41.398571428571415,0.005714285714285727,-2.3242857142857147,0.03714285714285692,-8000.0,-15000.0
2010-09-12,-1.1928571428571466,-31.468571428571423,44.94714285714292,-0.004285714285714309,-1.018571428571427,0.11571428571428564,-14000.0,-8000.0
2010-09-19,-1.0014285714285691,4.157142857142844,-48.47714285714295,-0.01571428571428571,-0.6457142857142877,-0.0014285714285713347,-35000.0,15000.0
